Step,Loss,success
94,1.0459693670272827,True
95,1.0565094947814941,True
96,1.061511754989624,True
97,1.0885446071624756,True
98,1.1315202713012695,True
99,1.143589973449707,False
100,1.0705037117004395,True
101,1.1296212673187256,True
102,1.114434838294983,True
103,1.071178674697876,True
104,1.0571922063827515,True
105,1.0664176940917969,True
106,1.0469459295272827,True
107,1.053715705871582,True
108,1.0394508838653564,True
109,1.0915855169296265,True
110,1.088295817375183,True
111,1.088593602180481,True
112,1.0547860860824585,True
113,1.072412371635437,True
114,1.069017767906189,True
115,1.0745699405670166,True
116,1.0772343873977661,True
117,1.072854995727539,True
118,1.0679792165756226,True
119,1.0506927967071533,True
120,1.0855587720870972,True
121,1.0744285583496094,True
122,1.1488703489303589,True
123,1.0866010189056396,True
124,1.1456190347671509,False
125,1.4058263301849365,True
126,1.3723231554031372,False
127,1.190202236175537,False
128,1.2944895029067993,True
129,1.1929559707641602,False
130,1.367940068244934,True
131,1.1857221126556396,False
132,1.1602287292480469,False
133,1.2858449220657349,False
134,1.3133560419082642,False
135,1.2281495332717896,True
136,1.1508580446243286,False
137,1.187817931175232,False
138,1.1850675344467163,True
139,1.1253082752227783,True
140,1.1076529026031494,False
141,1.163798213005066,True
142,1.1679234504699707,True
143,1.1258031129837036,True
144,1.1099717617034912,True
145,1.1311901807785034,True
146,1.1447144746780396,True
147,1.0879772901535034,True
148,1.0505467653274536,True
149,1.105449914932251,False
150,1.1330996751785278,True
151,1.056908369064331,True
152,1.0464004278182983,True
153,1.0626537799835205,True
154,1.1175891160964966,True
155,1.01559317111969,True
156,0.9914087653160095,False
157,1.004922866821289,False
158,1.0518440008163452,True
159,0.9731380343437195,True
160,0.9475784301757812,False
161,0.9782472252845764,True
162,0.9793651700019836,True
163,1.0888557434082031,True
164,0.9836934208869934,True
165,0.9516733884811401,True
166,0.9248483777046204,True
167,1.018576741218567,True
168,0.8991537094116211,True
169,0.8806440830230713,False
170,0.9224026203155518,True
171,1.009144902229309,True
172,1.0191446542739868,True
173,1.0455564260482788,True
174,1.0036330223083496,True
175,1.052672028541565,True
176,1.02572762966156,True
177,0.9985600709915161,True
178,0.9948219060897827,True
179,0.9572917819023132,True
180,0.9224148988723755,True
181,0.9630438685417175,True
182,0.9665078520774841,True
183,0.9873246550559998,True
184,0.9766815304756165,True
185,0.9707493782043457,True
186,0.9509647488594055,True
187,0.9171477556228638,True
188,0.9279911518096924,True
189,0.9738311767578125,True
190,1.0409588813781738,True
191,1.0151159763336182,True
192,1.0107179880142212,True
193,0.9675792455673218,True
194,0.9803435206413269,True
195,0.9599758386611938,True
196,1.0301264524459839,True
197,0.9274839162826538,True
198,0.9798464179039001,True
199,0.9934141635894775,True
200,0.9490468502044678,True
201,0.918919026851654,True
202,0.9467998147010803,True
203,0.962791919708252,True
204,0.952834963798523,True
205,0.952688992023468,True
206,0.9316235780715942,True
207,0.9835178256034851,True
208,0.9620500206947327,True
209,1.024212121963501,True
210,0.9427289366722107,True
211,0.9784168004989624,True
212,0.972216010093689,True
213,1.041005253791809,True
214,0.9785698056221008,True
215,1.0326602458953857,True
216,0.9868127107620239,True
217,1.0410672426223755,True
218,1.0076789855957031,True
219,0.9984068274497986,True
220,0.9529997706413269,True
221,0.9622508883476257,True
222,0.8987625241279602,True
223,0.8961802124977112,True
224,0.8953214287757874,True
225,0.9636379480361938,True
226,1.0001579523086548,True
227,0.9529642462730408,True
228,0.9824571013450623,True
229,0.9721230864524841,True
230,0.9626998901367188,True
231,0.9686009883880615,True
232,0.9689357876777649,True
233,0.9640790224075317,True
234,0.9979689121246338,True
235,0.9605225920677185,True
236,1.0028129816055298,True
237,1.0313390493392944,True
238,1.0999394655227661,True
239,1.0235474109649658,True
240,0.9846959710121155,True
241,0.9820184111595154,True
242,0.9686036705970764,True
243,0.9952481389045715,True
244,0.99509197473526,True
245,1.0256519317626953,True
246,1.0018178224563599,True
247,0.9657460451126099,True
248,0.9706231355667114,True
249,0.9683283567428589,True
250,0.9446407556533813,True
251,0.9866025447845459,True
252,0.95866459608078,True
253,0.9707913398742676,False
254,0.9253108501434326,True
255,0.9245142340660095,True
256,0.9706025719642639,True
257,0.9342700839042664,True
258,0.9131211042404175,True
259,0.8624725341796875,True
260,0.8978596925735474,True
